username,Display Name,Profile pic,topmate_link,category,title,earnings,bookings,source,classification_method,earnings_rank ,category_link
learndatawithtejas,Tejas Rane,https://static.topmate.io/tHpr3XtwzDqNLidw2y52FS.jpeg,https://topmate.io/learndatawithtejas,Data Analytics & Science,Team Lead - BI | SQL & Power BI Expert | 7+ Yrs Experience | Helped 2000+ Folks To Prepare For Interviews & Crack Data Jobs | LinkedIn & Instagram (20K+ Community) @LearnDataWithTejas,91821,161,categorizedusers,original,13,https://awards.topmate.io/data-analytics-science
priyankasg,Priyanka SG,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_4f91889f-5074-499b-96a1-adb3791d6337.jpeg,https://topmate.io/priyankasg,Data Analytics & Science,Senior Data Analyst | 210K+ LinkedIn | Ex‑Target |  Data Career Mentor | Top Rated Resources on Topmate  | Practical & Beginner‑Friendly Resources,85055,178,categorizedusers,original,14,https://awards.topmate.io/data-analytics-science
power_bi_interview_prep,Meghana.M,"https://topmate.io/cdn-cgi/image/width=640,quality=90/https://static.topmate.io/hx96Mufeu9YdiLZqySeJeU.png",https://topmate.io/power_bi_interview_prep,Data Analytics & Science,,82225,2712,top400earners,llm_haiku,15,https://awards.topmate.io/data-analytics-science
raghavan,Raghavan P,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_570366f4-138e-48fe-b439-ce675a08d7b0.jpeg,https://topmate.io/raghavan,Data Analytics & Science,I assist data professionals and aspirants in their job search journey | 61K+ LinkedIn | Tech Content Creator & Public Speaker | Microsoft Certified Data Analyst,69709,246,categorizedusers,original,16,https://awards.topmate.io/data-analytics-science
pankaj_namekar,Pankaj Namekar,https://topmate-staging.s3.ap-south-1.amazonaws.com/bTwTAuiduzt1XUETWAMb2p.png,https://topmate.io/pankaj_namekar,Data Analytics & Science,SME-Power BI | Excel | Smartsheet | SQL  | LinkedIn 60K follower,64797,306,categorizedusers,original,17,https://awards.topmate.io/data-analytics-science
madhu_thangella10,MADHU THANGELLA,https://static.topmate.io/bnK3oHLvyVoCKNYnamN6Vr.png,https://topmate.io/madhu_thangella10,Data Analytics & Science,"Top Data Analytics Voice | Data Analyst | 51K+ Followers | WhatsApp Job Updates Community with 9.7k+ Members| Empowering aspiring Data professionals in Data Analytics, BI, & Data Science| Career Mentor(Transition)|120+Profiles Interviewed .",62001,232,categorizedusers,original,18,https://awards.topmate.io/data-analytics-science
ashutoszh,Ashutosh Kumar,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_be3be9bd-f420-4ab5-a8b2-78f73dcc7758.jpeg,https://topmate.io/ashutoszh,Data Analytics & Science,Analytics & Product,60113,1208,categorizedusers,original,19,https://awards.topmate.io/data-analytics-science
pratik_sonawane,Pratik Sonawane,https://static.topmate.io/beAcAhgD9hhCkUKgCW78Db.jpg,https://topmate.io/pratik_sonawane,Data Analytics & Science,"I’m an Analyst at Amazon with a passion for helping others. I’ve guided 500+ people through resumes, LinkedIn, job search, and data tools. Recognized as a Top Data Analytics Voice on LinkedIn with 45k+ followers. Happy to help!",55601,231,categorizedusers,original,20,https://awards.topmate.io/data-analytics-science
anurag2410,Anurag Srivastava,https://static.topmate.io/1Tu5U4UVZ8CBAf14aNCx1i.jpeg,https://topmate.io/anurag2410,Data Analytics & Science,Remote Senior Data Engineer | Certified Professional Data Engineer | 4.5 YOE IN DE | Content Creator with 30 Million+ Views on Social Media,55583,361,categorizedusers,original,21,https://awards.topmate.io/data-analytics-science
sonia_sangwan,Sonia Sangwan,https://static.topmate.io/bSMnkLMhQeWQetqr3ETygQ.JPG,https://topmate.io/sonia_sangwan,Data Analytics & Science,👩🏻‍💻Data Scientist| Power BI expert🧑‍🎓Career & Life Coach🪴 Plant lover-Growing our own vegetables 🤗,51890,27,categorizedusers,original,22,https://awards.topmate.io/data-analytics-science
sutapa_banerjee,Sutapa Banerjee,https://topmate-staging.s3.amazonaws.com/fCkKSua1TLGnqbCipJ111L.jpg,https://topmate.io/sutapa_banerjee,Data Analytics & Science,Data Analyst Apprentice @Google,50691,117,categorizedusers,original,23,https://awards.topmate.io/data-analytics-science
rajni_yadav,Rajni Yadav,https://static.topmate.io/gEXyx6yziP3Cvd4BcrSi65.jpg,https://topmate.io/rajni_yadav,Data Analytics & Science,"Hello, I'm Rajni! I help professionals like you to navigate their career in data analytics. The 1:1 session will help you gain full clarity and a systematise plan to move forward. 100% money back guarantee if you don't find it useful.",47728,223,categorizedusers,original,24,https://awards.topmate.io/data-analytics-science
khushboo_bansal,Khushboo Bansal,https://static.topmate.io/xtyw7c3QTs8tPzH59yVz2U.jpg,https://topmate.io/khushboo_bansal,Data Analytics & Science,Senior Business Intelligence Analyst@ Google || Ex Amazon || Ex Evalueserve || Ex Cognizant || SRM University,0,,,,25,https://awards.topmate.io/data-analytics-science
shubham_wadekar,Shubham Wadekar,https://static.topmate.io/pGbDwovAjJJLnk26TPz6D4.jpg,https://topmate.io/shubham_wadekar,Data Engineering,"Hi, I am Shubham Wadekar. I guide people aspiring for Data Engineer roles.",5658362,7532,categorizedusers,original,1,https://awards.topmate.io/data-engineering
nishchay_agrawal,Nishchay Agrawal,https://topmate-staging.s3.amazonaws.com/xmbU8LqLc4mAg3tt7jcpyp.jpeg,https://topmate.io/nishchay_agrawal,Data Engineering,"SDE IV (Senior Data Engineer) at Walmart ❤️ | SDE-2 (Data Engineer II) at Meesho 😊 | Data Engineer at Morgan Stanley, Zs Associates ✍️| Gold Medalist Uttarakhand Topper🥇 | 6k+ Youtube Subscribers| 4000+ 1:1 Sessions on Data Engineering 📊",3275975,1323,categorizedusers,original,2,https://awards.topmate.io/data-engineering
data_tutorials,Swapnjeet S,https://static.topmate.io/4pdJG9rDGfYrNSdiPXYQU9.png,https://topmate.io/data_tutorials,Data Engineering,"Lead Data AnalystExperience in field of Data and expertise on tools like Power BI, Tableau, SQL, Excel, Advanced Excel, Azure, Fabric, Power Apps, AWS, Python, SSIS, Snowflake, Data warehouse, etc.",1283922,2500,categorizedusers,original,3,https://awards.topmate.io/data-engineering
lets_connect_with_pragya,Pragya Rathi,https://static.topmate.io/sonNisvutwh5u6KdyotLzp.jpg,https://topmate.io/lets_connect_with_pragya,Data Engineering,"Data Engineer @7-ELEVEN | Data Analytics Mentor | SQL ,Excel,Pyspark and Power BI Instructor | Get a Dedicated Roadmap for Learning Data Analytics",679033,752,categorizedusers,original,4,https://awards.topmate.io/data-engineering
mentorsachin,Sachin Chandrashekhar,https://static.topmate.io/huziwLEvWURoTjR1qgzc4X.png,https://topmate.io/mentorsachin,Data Engineering,On a mission to help 10000 data professionals get upskilled in AWS Data Engineering!,605887,57,categorizedusers,original,5,https://awards.topmate.io/data-engineering
durgesh_yadav,Durgesh (Data Professional),https://static.topmate.io/uD2wR7U2e4rxrVd1cRs3en.webp,https://topmate.io/durgesh_yadav,Data Engineering,Data Engineer & Analyst | Mentor at GeeksforGeeks & Bosscoder | Trained 50K+ Professionals in Data Analytics & Engineering | 200+ Students Placed in Top Product Companies | Content Creator (5K+ YouTube | 29K+ Instagram | 82 K Linkedin ),597961,1512,categorizedusers,original,6,https://awards.topmate.io/data-engineering
jash_radia,Jash Radia,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/Jash-Radia-1660830610.jpeg,https://topmate.io/jash_radia,Data Engineering,An experienced AI and Data Engineer here to mentor aspiring Data Engineers who want to kickstart their career with the best opportunities,510776,180,categorizedusers,original,7,https://awards.topmate.io/data-engineering
ajay_kadiyala,Kadiyala Ajay,https://static.topmate.io/95EcRJVWcN21fV2Vb22Wzf.jfif,https://topmate.io/ajay_kadiyala,Data Engineering,,462947,11127,top400earners,original,8,https://awards.topmate.io/data-engineering
dataengineering,Gowtham SB,https://static.topmate.io/qsbZkmuK39pi1XoKD2VF36.JPG,https://topmate.io/dataengineering,Data Engineering,Data Engineer | PayPal | YouTuber 290K | Talks Facts Only,446104,12543,categorizedusers,original,9,https://awards.topmate.io/data-engineering
ankita_gulati,Ankita Gulati,https://static.topmate.io/gZYBbhmr9xf2JC1NvnDuuj.png,https://topmate.io/ankita_gulati,Data Engineering,Data Engineer | Guiding individuals aspiring for job opportunities,371965,726,categorizedusers,original,10,https://awards.topmate.io/data-engineering
praveen_patel,Praveen Patel,https://static.topmate.io/vAtDjEQTXRkXke3viMSC31.JPG,https://topmate.io/praveen_patel,Data Engineering,"0.1% Mentor at Topmate | 2x Featured at Times Square, New York | Azure Data Engineering Career Coach | Topmate Trusted Creator | Azure Data Engineer | Microsoft Certified Fabric Data Engineer",365723,713,categorizedusers,original,11,https://awards.topmate.io/data-engineering
prakash_r10,Prakash R,https://static.topmate.io/azxKqVexdKDR6DcmBj5GT8.png,https://topmate.io/prakash_r10,Data Engineering,,297510,2428,top400earners,original,12,https://awards.topmate.io/data-engineering
rabi_sankar_mahata,Rabi Sankar Mahata,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_67beec3d-6278-46a1-96c3-65aeb9a2788b.jpeg,https://topmate.io/rabi_sankar_mahata,Data Engineering,Azure Data Engineer at Cognizant• Data Engineer • Azure Data Factory (ADF) • Azure Databricks • Azure Synapse Analytics • Azure Data Lake • Delta Lake • SQL • Python • PySpark • Power BI • ETL / ELT • Azure DevOps (CI/CD) • Github,231261,492,categorizedusers,original,13,https://awards.topmate.io/data-engineering
manish_kumar25,MANISH KUMAR,https://topmate-staging.s3.ap-south-1.amazonaws.com/8PodRjBj943ZNsoRXND6BT.jpeg,https://topmate.io/manish_kumar25,Data Engineering,Data engineer at Jio,157499,482,categorizedusers,original,14,https://awards.topmate.io/data-engineering
bhawna_bedi56743,Bhawna Bedi,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_16b5c7ea-0576-4256-99a7-9ce12f65fcc0.jpeg,https://topmate.io/bhawna_bedi56743,Data Engineering,Senior Manager @Prudential | MCT | YouTube - Cloud & DevOpsFitness,129350,45,categorizedusers,original,15,https://awards.topmate.io/data-engineering
nomad_dataengineer,Bharat Kumar (NoMad Data Engineer),https://topmate-staging.s3.amazonaws.com/8x6WBeyTJugW8J8ErPfai5.jpg,https://topmate.io/nomad_dataengineer,Data Engineering,"Senior Software Engineer(Data & ML) at H1 | MS @ Georgia Tech | Ex-Amazon | Big Data, Data Analyst, Analytics Engineer Mentor 📊",118539,42,categorizedusers,original,16,https://awards.topmate.io/data-engineering
im_nsk,Nishant Kumar,https://static.topmate.io/gvQkqKNUyvUUavhDHwwkpe.png,https://topmate.io/im_nsk,Data Engineering,"Data Engineer at IBM (Barclays) | Helping Job Seekers | Expert in SQL, Python, PySpark | AWS Certified | Databricks Certified | Open to Collaboration",115677,180,categorizedusers,original,17,https://awards.topmate.io/data-engineering
avinash_sharma,Avinash Sharma,https://static.topmate.io/vETRhYcBLRwBAs39u1AF5X.jpg,https://topmate.io/avinash_sharma,Data Engineering,Helped over 55+ professionals in transitioning to data engineering in 2024 | Mentoring data professionals in learning and acing technical job interviews | LinkedIn’s Top Voices in Data Engineering | Verified Mentor on @topmate.io,104698,76,categorizedusers,original,18,https://awards.topmate.io/data-engineering
rakeshdl,Rakesh D L,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_22c31cf4-1cad-4764-b70c-6e7aeeb2ac54.jpeg,https://topmate.io/rakeshdl,Data Engineering,Azure Data Engineer | Microsoft Fabric Certified | 3x Azure Certified | Azure Data Factory (ADF) | Azure Databricks | Azure Synapse Analytics | Azure Data Lake | SQL | PySpark,99891,445,categorizedusers,original,19,https://awards.topmate.io/data-engineering
abhinavsinghde,Abhinav Singh,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_067a64ad-eafe-48e1-97d1-0d705f8d7fd5.jpeg,https://topmate.io/abhinavsinghde,Data Engineering,"Senior Data Engineer | Spark, Azure, Python, Databricks, Snowflake, SQL | 6+ years into Data analytics and Data Engineering",97780,213,categorizedusers,original,20,https://awards.topmate.io/data-engineering
shilpa_das10,Shilpa Das,https://topmate-staging.s3.amazonaws.com/5ZWKaw4aNGLUgDFS85mycL.png,https://topmate.io/shilpa_das10,Data Engineering,Data Engineering Manager @PepsiCo | Ex-Adobe | Ex-Cognizant | Youtuber,95337,231,categorizedusers,original,21,https://awards.topmate.io/data-engineering
asheesh,Asheesh,https://static.topmate.io/7b62TzdaHPjEpPgEzbdRCt.jpg,https://topmate.io/asheesh,Data Engineering,50K @ LinkedIn | Data & AI Lead @ EY | Azure & AWS Certified | Data Career Counselor | Data Engineering Trainer 📱 |,85107,151,categorizedusers,original,22,https://awards.topmate.io/data-engineering
vishal_kaushal,Vishal Kaushal,https://static.topmate.io/2RyCLuEALNB7BKhn1KnhEt.png,https://topmate.io/vishal_kaushal,Data Engineering,,82056,87,top400earners,llm_haiku,23,https://awards.topmate.io/data-engineering
diksha_chourasiya,Diksha Chourasiya,https://static.topmate.io/iytX5fy4M7ihoPFPSjvuHU.jpeg,https://topmate.io/diksha_chourasiya,Data Engineering,"Senior Data Engineer at TCS with 6+ years in GCP (BigQuery, Cloud & DevOps Storage, Data Fusion, Composer), Python & SQL. Master’s from BITS Pilani. Passionate about building scalable Cloud & DevOps data solutions.",62522,181,categorizedusers,original,24,https://awards.topmate.io/data-engineering
shivakiran_kotur,SHIVAKIRAN KOTUR,https://static.topmate.io/wPXnqjGykxugsoXMsymAam.jpg,https://topmate.io/shivakiran_kotur,Data Engineering,"Data Engineer at KPMG | Multi Cloud & DevOps Data Engineer | Expert in Databricks, Snowflake SQL, PySpark, Python, DBT, Azure and AWS",57865,212,categorizedusers,original,25,https://awards.topmate.io/data-engineering
ayushi_mishra,Ayushi Mishra,https://static.topmate.io/rgkfvvHkqFZFufW3SpzbeZ.png,https://topmate.io/ayushi_mishra,Data Science Career,4+ Years Experienced Data Scientist | Provide Guidance for Data Science | Data Analysis | Mentor | YouTuber,690555,5577,categorizedusers,original,1,https://awards.topmate.io/data-science-career
elaine_xiao,Elaine Xiao,https://topmate-staging.s3.amazonaws.com/1TVThVdjR9ijqzAfnCaa9f.JPG,https://topmate.io/elaine_xiao,Data Science Career,,260288,49,top400earners,original,2,https://awards.topmate.io/data-science-career
jainneha,Neha Jain,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_01ce9cec-181f-4c42-b91b-7e659db7f748.jpeg,https://topmate.io/jainneha,Data Science Career,"ML Engineer @PayPal | Ex-Microsoft | Marketer | 200k+ @Linkedin | SDE, AI, ML, Tech, Data | GenAI, Agentic AI, MCP | 10k+ @Whatsapp | ISB | Mentor @Scaler | Instructor @GrowthSchool",149371,1154,categorizedusers,original,3,https://awards.topmate.io/data-science-career
mungoli_abhishek,Abhishek Mungoli,https://static.topmate.io/ftdZMzvWVZx11CaCz5gvV1.jpg,https://topmate.io/mungoli_abhishek,Data Science Career,"Staff Data Scientist @ InMobi | YouTube DataTrek | Ex-Meesho, Walmart | IIIT-H CSE",112760,112,categorizedusers,original,4,https://awards.topmate.io/data-science-career
tajamulkhan,Tajamul Khan,https://topmate-staging.s3.amazonaws.com/4FHwaL8kxZjQqUgZu6Lgte.png,https://topmate.io/tajamulkhan,Data Science Career,"Senior Data Scientist | LinkedIn 100K+ | Instagram 20K+ | MITian | Star Mentor | Python, SQL, BI, ML, DL, AI | Helped 10K+ Data Enthusiasts make a Transition in Data Science | Top Rated Resources on Topmate",106754,557,categorizedusers,original,5,https://awards.topmate.io/data-science-career
shailja_mishra,SHAILJA MISHRA,https://static.topmate.io/pQDdWidwLsKExikMqE4vh6.jpg,https://topmate.io/shailja_mishra,Data Science Career,Data and Applied Scientist 2 @Microsoft | Mentor and Instructor,92654,194,categorizedusers,original,6,https://awards.topmate.io/data-science-career
manali_kulkarni,Manali Kulkarni,https://topmate-profile-pics.s3.ap-south-1.amazonaws.com/profile_pic_7b9ee7cd-60c8-4060-b34f-b23ee5d8f1fd.jpeg,https://topmate.io/manali_kulkarni,Data Science Career,𝗖𝗮𝗿𝗲𝗲𝗿 𝗖𝗼𝗮𝗰𝗵 ● Data Science● Data Engineering ● Artificial Intelligence ● Soft Skills,74295,202,categorizedusers,original,7,https://awards.topmate.io/data-science-career
shivan_kumar1,Shivan Kumar,https://static.topmate.io/naT1njvtUMJRf35P75U4mX.jpg,https://topmate.io/shivan_kumar1,Data Science Career,Engineering Lead ( Generative AI Developer ) at Persistent System- 6+ Years |  Instagram  - 112k+ | IIT Patna - M.Tech | Helped 75k+ Data Enthusiasts with Free Resources & Guidance,67435,269,categorizedusers,original,8,https://awards.topmate.io/data-science-career
nandini_menon22,Nandini Menon | @data_pumpkin,https://static.topmate.io/6qXjh2dsnaJ6sauroSPQSb.jpeg,https://topmate.io/nandini_menon22,Data Science Career,"@data_pumpkin | Data Science Manager | Ex-Google, Ex-Linkedin",58860,33,categorizedusers,original,9,https://awards.topmate.io/data-science-career
